norad_id,satellite_name,observation_start_utc,observation_end_utc,peak_elevation
19621,0 TDF 1,2025-10-09T16:22:30Z,2025-10-09T16:24:00Z,52.44
19484,0 SBS 5,2025-10-09T16:26:00Z,2025-10-09T16:27:30Z,52.94
14365,0 GALAXY 2,2025-10-09T16:29:30Z,2025-10-09T16:31:00Z,50.87
62455,0 NUVIEW ALPHA,2025-10-09T16:33:00Z,2025-10-09T16:34:30Z,43.49
10953,0 GOES 3,2025-10-09T16:36:30Z,2025-10-09T16:38:00Z,43.7
40941,0 ARSAT 2,2025-10-09T16:40:00Z,2025-10-09T16:41:30Z,44.66
8585,0 CTS,2025-10-09T16:43:30Z,2025-10-09T16:45:00Z,45.95
38741,0 HYLAS 2,2025-10-09T16:47:00Z,2025-10-09T16:48:30Z,50.55
42740,0 VIASAT 2,2025-10-09T16:50:30Z,2025-10-09T16:52:00Z,49.82
41752,0 INSAT 3DR,2025-10-09T18:03:30Z,2025-10-09T18:05:00Z,51.83
8513,0 RADUGA 1,2025-10-09T18:41:00Z,2025-10-09T18:42:30Z,51.82
37606,0 ST 2,2025-10-09T18:58:30Z,2025-10-09T19:00:00Z,51.82
39500,0 THAICOM 6,2025-10-09T19:02:00Z,2025-10-09T19:03:30Z,51.82
36108,0 WGS F3 (USA 211),2025-10-09T19:05:30Z,2025-10-09T19:07:00Z,51.81
38070,0 WGS F4 (USA 233),2025-10-09T19:09:00Z,2025-10-09T19:10:30Z,51.8
37677,0 CHINASAT 10,2025-10-09T19:12:30Z,2025-10-09T19:14:00Z,51.76
41911,0 TJS-2,2025-10-09T19:16:00Z,2025-10-09T19:17:30Z,51.75
43491,0 FENGYUN 2H,2025-10-09T19:19:30Z,2025-10-09T19:21:00Z,51.75
40345,0 YAMAL 401,2025-10-09T19:23:00Z,2025-10-09T19:24:30Z,51.7
62876,0 QZS-6,2025-10-09T19:26:30Z,2025-10-09T19:28:00Z,51.7
47202,0 LUCAS (JDRS-1),2025-10-09T19:30:00Z,2025-10-09T19:31:30Z,51.64
40147,0 MEASAT 3B,2025-10-09T19:33:30Z,2025-10-09T19:35:00Z,51.56
52904,0 MEASAT 3D,2025-10-09T19:37:00Z,2025-10-09T19:38:30Z,51.55
33051,0 CHINASAT 9,2025-10-09T19:40:30Z,2025-10-09T19:42:00Z,51.42
64470,0 CHINASAT-9C,2025-10-09T19:44:00Z,2025-10-09T19:45:30Z,51.42
40269,0 IRNSS 1C,2025-10-09T19:47:30Z,2025-10-09T19:49:00Z,51.29
29648,0 MEASAT 3,2025-10-09T19:54:30Z,2025-10-09T19:56:00Z,51.27
42815,0 GSAT 17,2025-10-09T19:58:00Z,2025-10-09T19:59:30Z,51.2
41028,0 GSAT 15,2025-10-09T20:01:30Z,2025-10-09T20:03:00Z,51.18
40258,0 LUCH (OLYMP),2025-10-09T20:05:00Z,2025-10-09T20:06:30Z,51.09
63157,0 TJS-15,2025-10-09T20:08:30Z,2025-10-09T20:10:00Z,51.04
43488,0 SES 12,2025-10-09T20:12:00Z,2025-10-09T20:13:30Z,50.88
39460,0 SES 8,2025-10-09T20:15:30Z,2025-10-09T20:17:00Z,50.86
23536,0 BRAZILSAT B2,2025-10-09T20:26:30Z,2025-10-09T20:28:00Z,50.79
56372,0 GS-1,2025-10-09T20:30:00Z,2025-10-09T20:31:30Z,50.75
14134,0 PALAPA B1,2025-10-09T20:33:30Z,2025-10-09T20:35:00Z,50.55
45985,0 EXPRESS 103,2025-10-09T20:37:00Z,2025-10-09T20:38:30Z,50.46
41745,0 USA 271,2025-10-09T20:40:30Z,2025-10-09T20:42:00Z,50.27
42695,0 GSAT 9,2025-10-09T20:44:00Z,2025-10-09T20:45:30Z,50.27
9503,0 EKRAN 1,2025-10-09T20:47:30Z,2025-10-09T20:49:00Z,50.22
38352,0 CHINASAT 2A,2025-10-09T20:51:00Z,2025-10-09T20:52:30Z,50.22
32478,0 EXPRESS AM-33,2025-10-09T20:54:30Z,2025-10-09T20:56:00Z,50.21
39157,0 CHINASAT 11,2025-10-09T20:58:00Z,2025-10-09T20:59:30Z,50.06
49062,0 CHINASAT 2E,2025-10-09T21:01:30Z,2025-10-09T21:03:00Z,50.02
23842,0 ASTRA 1F,2025-10-09T21:05:00Z,2025-10-09T21:06:30Z,49.71
26766,0 INTELSAT 10 (PAS 10),2025-10-09T21:08:30Z,2025-10-09T21:10:00Z,49.63
26469,0 BRAZILSAT B4,2025-10-09T21:12:00Z,2025-10-09T21:13:30Z,49.41
27513,0 INTELSAT 906,2025-10-09T21:15:30Z,2025-10-09T21:17:00Z,49.4
35696,0 ASIASAT 5,2025-10-09T21:19:00Z,2025-10-09T21:20:30Z,49.12
20410,0 LEASAT 5,2025-10-09T21:22:30Z,2025-10-09T21:24:00Z,48.83
28184,0 ABS 4 (MBSAT),2025-10-09T21:26:00Z,2025-10-09T21:27:30Z,48.79
49125,0 CHINASAT 9B,2025-10-09T21:29:30Z,2025-10-09T21:31:00Z,48.79
28094,0 YAMAL 201,2025-10-09T21:33:00Z,2025-10-09T21:34:30Z,48.74
60179,0 CHINASAT-3A,2025-10-09T21:36:30Z,2025-10-09T21:38:00Z,48.7
8357,0 COSMOS 775,2025-10-09T21:40:00Z,2025-10-09T21:41:30Z,48.55
10987,0 RADUGA 4,2025-10-09T21:43:30Z,2025-10-09T21:45:00Z,48.51
20263,0 GORIZONT 19,2025-10-09T21:47:00Z,2025-10-09T21:48:30Z,48.43
26590,0 INTELSAT 12 (PAS 12),2025-10-09T21:50:30Z,2025-10-09T21:52:00Z,48.15
50002,0 EXPRESS AMU-3,2025-10-09T21:54:00Z,2025-10-09T21:55:30Z,48.07
41021,0 CHINASAT 2C,2025-10-09T21:57:30Z,2025-10-09T21:59:00Z,47.97
10792,0 YURI (BSE),2025-10-09T22:01:00Z,2025-10-09T22:02:30Z,47.55
28463,0 EXPRESS AM-1,2025-10-09T22:04:30Z,2025-10-09T22:06:00Z,47.44
48808,0 FENGYUN 4B,2025-10-09T22:08:00Z,2025-10-09T22:09:30Z,47.26
22175,0 HELLAS-SAT 1 (DFS 3),2025-10-09T22:11:30Z,2025-10-09T22:13:00Z,47.06
40107,0 ASIASAT 8,2025-10-09T22:15:00Z,2025-10-09T22:16:30Z,46.99
37933,0 ASIASAT 7,2025-10-09T22:18:30Z,2025-10-09T22:20:00Z,46.92
41194,0 GAOFEN 4,2025-10-09T22:22:00Z,2025-10-09T22:23:30Z,46.85
11708,0 RADUGA 6,2025-10-09T22:25:30Z,2025-10-09T22:27:00Z,46.77
10778,0 INTELSAT 4A-F6,2025-10-09T22:29:00Z,2025-10-09T22:30:30Z,46.67
25492,0 SIRIUS 3,2025-10-09T22:32:30Z,2025-10-09T22:34:00Z,46.02
44978,0 TJS-5,2025-10-09T22:36:00Z,2025-10-09T22:37:30Z,45.94
43587,0 TELKOM-4,2025-10-09T22:39:30Z,2025-10-09T22:41:00Z,45.63
40100,0 USA 254,2025-10-09T22:43:00Z,2025-10-09T22:44:30Z,45.59
34941,0 SES 7 (PROTOSTAR 2),2025-10-09T22:46:30Z,2025-10-09T22:48:00Z,45.49
45807,0 BEIDOU 3 G3,2025-10-09T22:50:00Z,2025-10-09T22:51:30Z,45.47
41380,0 SES 9,2025-10-09T22:53:30Z,2025-10-09T22:55:00Z,45.43
41586,0 BD-2-G7,2025-10-09T22:57:00Z,2025-10-09T22:58:30Z,45.34
27441,0 EXPRESS 4A,2025-10-09T23:00:30Z,2025-10-09T23:02:00Z,45.12
42951,0 BSAT-4A,2025-10-09T23:04:00Z,2025-10-09T23:05:30Z,44.63
11648,0 GORIZONT 3,2025-10-09T23:07:30Z,2025-10-09T23:09:00Z,44.6
46112,0 BSAT-4B,2025-10-09T23:11:00Z,2025-10-09T23:12:30Z,44.6
37207,0 BSAT-3B,2025-10-09T23:14:30Z,2025-10-09T23:16:00Z,44.57
37776,0 BSAT-3C,2025-10-09T23:18:00Z,2025-10-09T23:19:30Z,44.5
41903,0 JCSAT 15,2025-10-09T23:21:30Z,2025-10-09T23:23:00Z,44.43
