norad_id,satellite_name,observation_start_utc,observation_end_utc,peak_elevation
12065,0 SBS 1,2025-10-08T15:02:00Z,2025-10-08T15:03:30Z,30.36
42967,0 ECHOSTAR 105/SES 11,2025-10-08T15:05:30Z,2025-10-08T15:07:00Z,27.51
21392,0 AURORA 2,2025-10-08T15:09:00Z,2025-10-08T15:10:30Z,29.96
14659,0 YURI 2A (BS-2A),2025-10-08T15:12:30Z,2025-10-08T15:14:00Z,32.38
40663,0 DIRECTV 15,2025-10-08T15:16:00Z,2025-10-08T15:17:30Z,29.26
22911,0 SOLIDARIDAD 1,2025-10-08T15:19:30Z,2025-10-08T15:21:00Z,33.09
36516,0 SES 1,2025-10-08T15:23:00Z,2025-10-08T15:24:30Z,30.66
29494,0 DIRECTV 9S,2025-10-08T15:26:30Z,2025-10-08T15:28:00Z,31.28
32729,0 DIRECTV 11,2025-10-08T15:30:00Z,2025-10-08T15:31:30Z,32.12
5851,0 OPS 1570,2025-10-08T15:33:30Z,2025-10-08T15:35:00Z,33.2
33376,0 GALAXY 19,2025-10-08T15:37:00Z,2025-10-08T15:38:30Z,33.76
15144,0 GORIZONT 10,2025-10-08T15:40:30Z,2025-10-08T15:42:00Z,37.57
33278,0 INMARSAT 4-F3,2025-10-08T15:44:00Z,2025-10-08T15:45:30Z,36.09
28218,0 SUPERBIRD 6,2025-10-08T15:47:30Z,2025-10-08T15:49:00Z,43.37
54244,0 GALAXY 32,2025-10-08T15:51:00Z,2025-10-08T15:52:30Z,38.2
56174,0 INTELSAT 40E,2025-10-08T15:54:30Z,2025-10-08T15:56:00Z,38.18
7229,0 COSMOS 637,2025-10-08T15:58:00Z,2025-10-08T15:59:30Z,38.27
20523,0 INTELSAT 603,2025-10-08T16:01:30Z,2025-10-08T16:03:00Z,45.36
32763,0 ICO G-1,2025-10-08T16:05:00Z,2025-10-08T16:06:30Z,41.27
21222,0 ANIK E2,2025-10-08T16:08:30Z,2025-10-08T16:10:00Z,45.75
14050,0 GOES 6,2025-10-08T16:12:00Z,2025-10-08T16:13:30Z,44.03
39481,0 TKSAT 1,2025-10-08T16:15:30Z,2025-10-08T16:17:00Z,40.82
28702,0 GALAXY 28 (IA 8),2025-10-08T16:19:00Z,2025-10-08T16:20:30Z,41.59
35493,0 SIRIUS FM-5,2025-10-08T16:22:30Z,2025-10-08T16:24:00Z,41.5
47240,0 XM-7,2025-10-08T16:26:00Z,2025-10-08T16:27:30Z,42.14
41904,0 STARONE D1,2025-10-08T16:29:30Z,2025-10-08T16:31:00Z,42.9
31307,0 GALAXY 17,2025-10-08T16:33:00Z,2025-10-08T16:34:30Z,43.93
23877,0 GALAXY 9,2025-10-08T16:36:30Z,2025-10-08T16:38:00Z,50.59
25371,0 INTELSAT 805,2025-10-08T16:40:00Z,2025-10-08T16:41:30Z,47.55
40664,0 SKY MEXICO-1,2025-10-08T16:43:30Z,2025-10-08T16:45:00Z,45.88
36397,0 INTELSAT 16,2025-10-08T16:47:00Z,2025-10-08T16:48:30Z,47.23
28132,0 AMOS 2,2025-10-08T16:50:30Z,2025-10-08T16:52:00Z,52.69
60133,0 GOES 19,2025-10-08T16:54:00Z,2025-10-08T16:55:30Z,47.75
38991,0 STARONE C3,2025-10-08T16:57:30Z,2025-10-08T16:59:00Z,47.77
42692,0 SGDC,2025-10-08T17:01:00Z,2025-10-08T17:02:30Z,47.9
12472,0 GOES 5,2025-10-08T17:04:30Z,2025-10-08T17:06:00Z,47.22
37237,0 HYLAS 1,2025-10-08T17:08:00Z,2025-10-08T17:09:30Z,51.65
25049,0 SIRIUS 2 (GE-1E),2025-10-08T17:11:30Z,2025-10-08T17:13:00Z,58.68
32388,0 HORIZONS 2,2025-10-08T17:15:00Z,2025-10-08T17:16:30Z,50.16
13652,0 ANIK C3 (TELESAT-5),2025-10-08T17:18:30Z,2025-10-08T17:20:00Z,50.56
21893,0 SUPERBIRD B1,2025-10-08T17:22:00Z,2025-10-08T17:23:30Z,59.56
49055,0 STARONE D2,2025-10-08T17:25:30Z,2025-10-08T17:27:00Z,49.75
42432,0 SES 10,2025-10-08T17:29:00Z,2025-10-08T17:30:30Z,50.76
37602,0 TELSTAR 14R,2025-10-08T17:32:30Z,2025-10-08T17:34:00Z,51.5
41592,0 ECHOSTAR 18,2025-10-08T17:36:00Z,2025-10-08T17:37:30Z,51.7
55508,0 AMAZONAS NEXUS,2025-10-08T17:39:30Z,2025-10-08T17:41:00Z,51.76
42934,0 AMAZONAS 5,2025-10-08T17:43:00Z,2025-10-08T17:44:30Z,51.73
39078,0 AMAZONAS 3,2025-10-08T17:46:30Z,2025-10-08T17:48:00Z,51.72
35942,0 AMAZONAS 2,2025-10-08T17:50:00Z,2025-10-08T17:51:30Z,53.03
24674,0 INMARSAT 3-F3,2025-10-08T17:53:30Z,2025-10-08T17:55:00Z,62.1
22314,0 TDRS 6,2025-10-08T17:57:00Z,2025-10-08T17:58:30Z,50.37
26880,0 USA 159,2025-10-08T18:00:30Z,2025-10-08T18:02:00Z,56.32
20203,0 USA 44,2025-10-08T18:04:00Z,2025-10-08T18:05:30Z,51.51
40874,0 INTELSAT 34,2025-10-08T18:07:30Z,2025-10-08T18:09:00Z,51.84
17706,0 AGILA 1 (PALAPA B2P),2025-10-08T18:11:00Z,2025-10-08T18:12:30Z,46.83
1317,0 INTELSAT 1-F1,2025-10-08T18:14:30Z,2025-10-08T18:16:00Z,59.06
23649,0 JCSAT 3,2025-10-08T18:18:00Z,2025-10-08T18:19:30Z,54.58
38867,0 INTELSAT 23,2025-10-08T18:21:30Z,2025-10-08T18:23:00Z,51.85
25404,0 CHINASAT 5B (SINOSAT 1),2025-10-08T18:25:00Z,2025-10-08T18:26:30Z,60.37
11153,0 ANIK B1 (TELESAT-4),2025-10-08T18:28:30Z,2025-10-08T18:30:00Z,43.26
28911,0 INSAT 4A,2025-10-08T18:32:00Z,2025-10-08T18:33:30Z,58.33
26900,0 INTELSAT 902,2025-10-08T18:35:30Z,2025-10-08T18:37:00Z,57.89
28937,0 HIMAWARI 7,2025-10-08T18:39:00Z,2025-10-08T18:40:30Z,57.49
32252,0 OPTUS D2,2025-10-08T18:42:30Z,2025-10-08T18:44:00Z,53.4
23426,0 LUCH,2025-10-08T18:46:00Z,2025-10-08T18:47:30Z,41.67
13984,0 SATCOM 1R,2025-10-08T18:49:30Z,2025-10-08T18:51:00Z,39.3
26639,0 AMC-8 (GE-8),2025-10-08T18:53:00Z,2025-10-08T18:54:30Z,56.53
37344,0 ELEKTRO-L,2025-10-08T18:56:30Z,2025-10-08T18:58:00Z,55.94
33108,0 COSMOS 2440,2025-10-08T19:00:00Z,2025-10-08T19:01:30Z,57.39
27554,0 EUTE 25C (EUTE W5),2025-10-08T19:18:00Z,2025-10-08T19:19:30Z,57.24
26089,0 GARUDA 1,2025-10-08T19:36:30Z,2025-10-08T19:38:00Z,56.88
12120,0 EKRAN 6,2025-10-08T19:40:00Z,2025-10-08T19:41:30Z,56.45
19928,0 RADUGA 23,2025-10-08T19:43:30Z,2025-10-08T19:45:00Z,56.28
6437,0 ANIK A2 (TELESAT 2),2025-10-08T19:47:00Z,2025-10-08T19:48:30Z,55.87
15561,0 BRAZILSAT 1,2025-10-08T19:50:30Z,2025-10-08T19:52:00Z,55.76
32404,0 THURAYA 3,2025-10-08T19:54:00Z,2025-10-08T19:55:30Z,55.58
12564,0 EKRAN 7,2025-10-08T19:57:30Z,2025-10-08T19:59:00Z,55.52
28194,0 RADUGA 1-7,2025-10-08T20:03:00Z,2025-10-08T20:04:30Z,55.5
48618,0 SBIRS GEO 5 (USA 315),2025-10-08T20:06:30Z,2025-10-08T20:08:00Z,55.46
25880,0 TELKOM 1,2025-10-08T20:10:00Z,2025-10-08T20:11:30Z,55.36
13554,0 EKRAN 9,2025-10-08T20:13:30Z,2025-10-08T20:15:00Z,54.6
44204,0 BEIDOU 3 IGSO-1,2025-10-08T20:17:00Z,2025-10-08T20:18:30Z,54.31
40887,0 MUOS 4,2025-10-08T20:20:30Z,2025-10-08T20:22:00Z,54.2
26107,0 ASIASTAR,2025-10-08T20:24:00Z,2025-10-08T20:25:30Z,54.1
9416,0 RADUGA 2,2025-10-08T20:27:30Z,2025-10-08T20:29:00Z,53.96
45344,0 BEIDOU 3 G2,2025-10-08T20:31:00Z,2025-10-08T20:32:30Z,53.93
47321,0 TIANTONG-1 3,2025-10-08T20:34:30Z,2025-10-08T20:36:00Z,53.91
63361,0 TIANLIAN-2 04,2025-10-08T20:38:00Z,2025-10-08T20:39:30Z,53.64
23765,0 AFRICASAT 1 (MEASAT 1),2025-10-08T20:41:30Z,2025-10-08T20:43:00Z,53.6
39727,0 LUCH 5V,2025-10-08T20:45:00Z,2025-10-08T20:46:30Z,53.5
10365,0 EKRAN 2,2025-10-08T20:48:30Z,2025-10-08T20:50:00Z,53.49
36590,0 BEIDOU 4,2025-10-08T20:52:00Z,2025-10-08T20:53:30Z,53.32
2608,0 ATS 1,2025-10-08T20:55:30Z,2025-10-08T20:57:00Z,53.19
23731,0 INSAT 2C,2025-10-08T20:59:00Z,2025-10-08T21:00:30Z,53.18
30794,0 SKYNET 5A,2025-10-08T21:02:30Z,2025-10-08T21:04:00Z,53.13
11440,0 GORIZONT 2,2025-10-08T21:06:00Z,2025-10-08T21:07:30Z,53.05
38953,0 BEIDOU 16,2025-10-08T21:09:30Z,2025-10-08T21:11:00Z,52.9
44481,0 AEHF 5 (USA 292),2025-10-08T21:13:00Z,2025-10-08T21:14:30Z,52.44
25239,0 NSS 806 (INTELSAT 806),2025-10-08T21:16:30Z,2025-10-08T21:18:00Z,52.31
40367,0 FENGYUN 2G,2025-10-08T21:20:00Z,2025-10-08T21:21:30Z,52.31
41725,0 TIANTONG-1 1,2025-10-08T21:23:30Z,2025-10-08T21:25:00Z,52.13
6380,0 OPS 6063,2025-10-08T21:27:00Z,2025-10-08T21:28:30Z,52.08
39020,0 EUTE 70B,2025-10-08T21:30:30Z,2025-10-08T21:32:00Z,51.93
41552,0 THAICOM 8,2025-10-08T21:34:00Z,2025-10-08T21:35:30Z,51.91
44076,0 TIANLIAN 2-01,2025-10-08T21:37:30Z,2025-10-08T21:39:00Z,51.91
44903,0 ELEKTRO-L 3,2025-10-08T21:41:00Z,2025-10-08T21:42:30Z,51.89
37238,0 INTELSAT 17,2025-10-08T21:44:30Z,2025-10-08T21:46:00Z,51.87
37749,0 KAZSAT 2,2025-10-08T21:48:00Z,2025-10-08T21:49:30Z,51.87
39237,0 AMOS 4,2025-10-08T21:51:30Z,2025-10-08T21:53:00Z,51.87
40880,0 GSAT 6,2025-10-08T21:55:00Z,2025-10-08T21:56:30Z,51.87
41747,0 INTELSAT 36,2025-10-08T21:58:30Z,2025-10-08T22:00:00Z,51.87
44910,0 SJ-20,2025-10-08T22:02:00Z,2025-10-08T22:03:30Z,51.87
38098,0 INTELSAT 22,2025-10-08T22:05:30Z,2025-10-08T22:07:00Z,51.86
38740,0 INTELSAT 20,2025-10-08T22:09:00Z,2025-10-08T22:10:30Z,51.86
39498,0 GSAT 14,2025-10-08T22:12:30Z,2025-10-08T22:14:00Z,51.86
43824,0 GSAT 11,2025-10-08T22:16:00Z,2025-10-08T22:17:30Z,51.86
53813,0 CHINASAT 1E,2025-10-08T22:19:30Z,2025-10-08T22:21:00Z,51.86
38107,0 APSTAR 7,2025-10-08T22:23:00Z,2025-10-08T22:24:30Z,51.85
39508,0 ABS 2,2025-10-08T22:26:30Z,2025-10-08T22:28:00Z,51.85
43867,0 COSMOS 2533,2025-10-08T22:30:00Z,2025-10-08T22:31:30Z,51.85
44637,0 TJS-4,2025-10-08T22:33:30Z,2025-10-08T22:35:00Z,51.85
45986,0 EXPRESS 80,2025-10-08T22:37:00Z,2025-10-08T22:38:30Z,51.85
47256,0 CMS-01,2025-10-08T22:40:30Z,2025-10-08T22:42:00Z,51.85
52903,0 CMS-02,2025-10-08T22:44:00Z,2025-10-08T22:45:30Z,51.85
58990,0 INSAT 3DS,2025-10-08T22:47:30Z,2025-10-08T22:49:00Z,51.85
38779,0 GSAT 10,2025-10-08T22:51:00Z,2025-10-08T22:52:30Z,51.84
39017,0 CHINASAT 12,2025-10-08T22:54:30Z,2025-10-08T22:56:00Z,51.84
39234,0 GSAT 7,2025-10-08T22:58:00Z,2025-10-08T22:59:30Z,51.84
41588,0 ABS 2A,2025-10-08T23:01:30Z,2025-10-08T23:03:00Z,51.84
41793,0 GSAT 18,2025-10-08T23:05:00Z,2025-10-08T23:06:30Z,51.84
45026,0 GSAT 30,2025-10-08T23:08:30Z,2025-10-08T23:10:00Z,51.84
50319,0 INMARSAT 6-F1,2025-10-08T23:12:00Z,2025-10-08T23:13:30Z,51.84
62028,0 GSAT 20,2025-10-08T23:15:30Z,2025-10-08T23:17:00Z,51.84
36106,0 INTELSAT 15,2025-10-08T23:19:00Z,2025-10-08T23:20:30Z,51.83
41121,0 COSMOS 2513,2025-10-08T23:22:30Z,2025-10-08T23:24:00Z,51.83
